person_couple,conversation,name1,name2,explaination,toxic
null,Beatrice      La tazza che ti ho fatto al corso di ceramica è pronta.      Carlo      Davvero? Non vedo l'ora di vederla.      Beatrice      Te la porto domani. È venuta con delle sfumature blu molto carine.      Carlo      Grazie mille! Sarà la mia nuova tazza preferita per il caffè.      Beatrice      Sono contenta che ti piaccia. Fare regali fatti a mano dà una grande soddisfazione.      Carlo      E riceverli è ancora più bello. Grazie.,Beatrice,Carlo,Un'amica regala a un amico un oggetto creato da lei,No
null,Davide      Oggi ho fatto la mia prima corsa lunga per la mezza maratona. 10 km!      Anna      Grande Davide! Come ti senti?      Davide      Stanco ma euforico. Non pensavo di farcela.      Anna      Visto? Stai seguendo bene la tabella. I risultati si vedono.      Davide      Sì grazie ancora per avermela data. È perfetta per me.      Anna      Figurati. Continua così e taglierai quel traguardo alla grande.,Davide,Anna,Un amico condivide un traguardo sportivo con l'amica che lo allena,No
null,Francesco      Ho ritirato il regalo per Marco. È impacchettato e pronto.      Giulia      Perfetto! Anche io ho preso la torta. Tutto procede secondo i piani.      Francesco      Grande. Ci vediamo domani da te per allestire tutto.      Giulia      Sì ti aspetto. Non vedo l'ora di vedere la sua faccia.      Francesco      Sarà sorpreso e felicissimo. Siamo una squadra perfetta.      Giulia      Assolutamente!,Francesco,Giulia,Due amici sono pronti per la festa a sorpresa che hanno organizzato,No
null,Serena      La proposta che hai fatto per riorganizzare il flusso di lavoro è stata approvata.      Paolo      Davvero? Ottima notizia!      Serena      Sì il capo ha detto che è un'idea brillante e che possiamo iniziare a implementarla da lunedì.      Paolo      Fantastico! Sono convinto che migliorerà l'efficienza di tutti.      Serena      Lo penso anche io. Bravo per aver avuto l'iniziativa.      Paolo      Grazie per avermi supportato nella presentazione.,Serena,Paolo,Due colleghi ricevono l'approvazione per un progetto di miglioramento aziendale,No
null,Leo      La mostra di fotografia era ancora più bella di quanto pensassi.      Marta      Concordo. Alcuni scatti erano davvero potenti.      Leo      Sì quello del vecchio pescatore mi ha comunicato tantissimo.      Marta      A me ha colpito la serie di ritratti in bianco e nero. Pura emozione.      Leo      Grazie per aver proposto di andarci. È stata una bellissima domenica.      Marta      Grazie a te per essere venuto! È bello condividere queste passioni.,Leo,Marta,Due amici commentano con entusiasmo una mostra che hanno visitato insieme,No
null,Tommaso      Che ne dici se questo weekend lo dedichiamo al giardinaggio?      Elisa      Ottima idea! Il nostro balcone ha bisogno di un po' di cure.      Tommaso      Sì potremmo rinvasare le piante che sono cresciute troppo.      Elisa      E comprare dei nuovi vasi colorati per dare un tocco di allegria.      Tommaso      Perfetto. Sabato mattina andiamo al vivaio.      Elisa      Sì! Mi piace passare il tempo a prenderci cura del nostro piccolo angolo verde.,Tommaso,Elisa,Una coppia pianifica di dedicare il fine settimana al giardinaggio,No
null,Valentina      Stasera potremmo usare il proiettore e guardare un film come al cinema?      Riccardo      Che bella idea! Cosa guardiamo?      Valentina      Ho voglia di un classico. Che ne dici di 'Colazione da Tiffany'?      Riccardo      Perfetto. Non lo vedo da anni.      Valentina      Allora preparo una ciotola gigante di popcorn e le coperte.      Riccardo      Io sistemo il proiettore e le casse. Sarà una serata perfetta.,Valentina,Riccardo,Una coppia decide di organizzare una serata cinema in casa,No
null,Irene      Ho provato a fare il guacamole come mi hai spiegato.      Filippo      Grande! Ti è piaciuto?      Irene      Sì delizioso! Il segreto del lime e del coriandolo fresco fa la differenza.      Filippo      Te l'avevo detto! Sono piccoli trucchi che cambiano tutto.      Irene      Grazie per la dritta. La prossima volta che vieni a cena te lo faccio trovare.      Filippo      Fantastico! Non vedo l'ora.,Irene,Filippo,Un'amica ringrazia un amico per una ricetta e promette di cucinare per lui,No
null,Mattia      Oggi ho tenuto la mia prima lezione ai nuovi colleghi.      Alice      E com'è andata? Eri agitato?      Mattia      All'inizio sì poi mi sono sciolto. È stato gratificante.      Alice      Lo immaginavo! Sono sicura che sei stato bravissimo.      Mattia      Grazie. Vedere il loro interesse mi ha dato molta carica.      Alice      È una bella responsabilità ma anche una grande soddisfazione. Bravo!,Mattia,Alice,Un amico racconta la sua positiva esperienza come formatore e l'amica si congratula,No
null,Andrea      Ho trovato una scuola di salsa che fa una lezione di prova gratuita.      Giorgia      Perfetto! Quando? Andiamoci!      Andrea      Sabato pomeriggio. Ho già prenotato per noi.      Giorgia      Grande! Sono così emozionata e anche un po' impacciata.      Andrea      Ahah anche io! Ma l'importante è divertirsi.      Giorgia      Assolutamente! Sarà la nostra prima lezione di ballo insieme.,Andrea,Giorgia,Una coppia sta per partecipare alla sua prima lezione di ballo insieme,No
null,Chiara      Ho fatto scorta di caffè. Puoi passare a prenderlo quando vuoi.      Stefano      Sei la mia salvezza! Stavo per rimanere a secco.      Chiara      Lo immaginavo. Conosco i tuoi consumi.      Stefano      Ahah mi conosci troppo bene. Passo tra dieci minuti.      Chiara      Perfetto ti aspetto. La torta di ieri è quasi finita eh.      Stefano      Colpa tua era troppo buona!,Chiara,Stefano,Due amici scherzano e si aiutano con le necessità quotidiane,No
null,Daniele      Abbiamo quasi finito il bordo del puzzle. Siamo stati bravi.      Vanessa      Sì! Ora viene la parte difficile. Separare i pezzi del cielo.      Daniele      Ci vorrà pazienza. Ma la soddisfazione finale sarà immensa.      Vanessa      Già. Adoro vedere l'immagine che prende forma pezzo dopo pezzo.      Daniele      È una metafora della vita no?      Vanessa      Che filosofo! Mettiamoci al lavoro.,Daniele,Vanessa,Due amici lavorano a un puzzle e riflettono sul processo,No
null,Silvia      Sto ancora canticchiando le canzoni del concerto di ieri.      Fabio      Anche io! Mi sono svegliato con la loro melodia in testa.      Silvia      È il bello dei concerti ti lasciano qualcosa dentro.      Fabio      Sì un'emozione che dura per giorni.      Silvia      Assolutamente. È stata davvero una serata speciale.      Fabio      Da ripetere il prima possibile.,Silvia,Fabio,Due amici continuano a provare emozioni positive il giorno dopo un concerto,No
null,Laura      Ti ho preso una cosa al mercatino dell'usato oggi.      Cristina      Davvero? Che pensiero gentile! Cosa?      Laura      Una piccola spilla vintage a forma di gatto. Sapevo che ti sarebbe piaciuta.      Cristina      La adoro! È bellissima grazie infinite.      Laura      Figurati mi ha fatto pensare subito a te.      Cristina      Sei un'amica speciale. La metterò subito sulla giacca.,Laura,Cristina,Un'amica fa un piccolo regalo pensato a un'altra amica,No
null,Martina      Mi hanno appena comunicato l'orario definitivo del volo. Parto tra un'ora!      Edoardo      Finalmente! Meno male.      Martina      Sì non ne potevo più di aspettare.      Edoardo      Buon viaggio allora! Scrivimi quando atterri.      Martina      Certo! Grazie per avermi tenuto compagnia.      Edoardo      Di niente. A presto!,Martina,Edoardo,La conversazione si conclude con la notizia della partenza imminente dell'aereo,No
null,Roberto      Ho letto le regole del mio comune. Il tetrapak va con la carta.      Viola      Perfetto! Vedi bastava controllare.      Roberto      Sì grazie per il suggerimento. Ora non sbaglierò più.      Viola      Bravo! Ogni tanto organizzi dei 'ripassi' di differenziata?      Roberto      Ahah potrei diventare un consulente.      Viola      Ti chiamerò per i casi difficili allora.,Roberto,Viola,Due amici scherzano sulla raccolta differenziata dopo aver risolto un dubbio,No
null,Alessia      Ho chiamato i nonni per avvisare che andiamo da loro. Erano felicissimi.      Gabriele      Che bello! Nonna mi ha già chiesto cosa voglio per pranzo.      Alessia      Ahah lo immaginavo. E tu cosa le hai detto?      Gabriele      Lasagna ovviamente! Non si discute.      Alessia      Scelta saggia. Sarà un weekend all'insegna del buon cibo e del relax.      Gabriele      Il mio tipo di weekend preferito.,Alessia,Gabriele,Una coppia anticipa con gioia il weekend che passerà in famiglia,No
null,Sofia      Oggi ho comprato le scarpe nuove. Ho preso quelle che mi avevi consigliato.      Nicola      Ottima scelta! Sono comode e stanno bene con tutto.      Sofia      Sì le ho già messe. Sembra di camminare sulle nuvole.      Nicola      Te l'avevo detto. Io con le mie ci faccio chilometri.      Sofia      Grazie per la dritta. Sei il mio consulente di shopping personale.      Nicola      Ahah quando vuoi! Il servizio è gratuito.,Sofia,Nicola,Un'amica ringrazia un amico per un ottimo consiglio d'acquisto,No
null,Claudio      Ho raccolto le prime zucchine dell'orto. Stasera risotto!      Ludovica      Che meraviglia! Posso avere la ricetta?      Claudio      Certo! È semplicissima. Te la scrivo.      Ludovica      Grazie! Proverò a farlo anche io con le zucchine del mercato.      Claudio      Vedrai che buono. Quelle fresche hanno tutto un altro sapore.      Ludovica      Lo immagino. Beato te che hai l'orto.,Claudio,Ludovica,Due amici si scambiano ricette e parlano dei prodotti dell'orto,No
null,Sara      Ho preparato il discorso per la candidatura a team leader. Puoi dargli un'occhiata?      Rocco      Certo mandamelo subito.      Sara      Grazie. Vorrei che fosse incisivo ma non arrogante.      Rocco      L'ho letto. È perfetto Sara. Onesto diretto e pieno di visione.      Sara      Davvero? Meno male ero così insicura.      Rocco      Vai tranquilla. Spaccherai.,Sara,Rocco,Un'amica chiede un parere a un amico su un discorso importante,No
null,Teresa      Grazie a tutti per essere venuti alla mia festa di inaugurazione!      Angelo      Grazie a te per averci invitato! La casa è stupenda e la serata è stata perfetta.      Teresa      Sono contenta vi siate divertiti.      Angelo      Moltissimo. E il tuo tiramisù era illegale.      Teresa      Ahah grazie! Era la ricetta di mia madre.      Angelo      Beh falle i complimenti. E ancora auguri per la casa nuova.,Teresa,Angelo,Un amico si complimenta con un'amica per la riuscita della sua festa,No
null,Luca      Hanno rilasciato la patch per il software. Ora la ricerca funziona.      Miriam      Finalmente! Grazie per avermi avvisata. Aggiorno subito.      Luca      Prego. Sembra che abbiano risolto tutto.      Miriam      Meno male. Quel bug era davvero un ostacolo alla produttività.      Luca      Concordo. Ora possiamo tornare a lavorare serenamente.      Miriam      Esatto. Buon lavoro!,Luca,Miriam,Due colleghi si aggiornano sulla risoluzione di un problema software,No
null,Gloria      Oggi ho portato dei biscotti al canile del quartiere.      Antonio      Che bel gesto Gloria! Saranno stati contentissimi.      Gloria      Sì i volontari mi hanno ringraziato molto. E ho potuto coccolare un po' di cani.      Antonio      Che bello. È un'esperienza che riempie il cuore.      Gloria      Sì fa bene a loro e fa bene a me.      Antonio      Sei una persona speciale. La prossima volta vengo con te.,Gloria,Antonio,Un'amica racconta un'esperienza di volontariato e l'amico si offre di partecipare,No
null,Federico      La playlist per la festa è pronta. Un mix di anni '80 '90 e qualche hit recente.      Caterina      Perfetto! L'importante è che faccia ballare tutti.      Federico      Penso che funzionerà. Ho messo anche qualche lento per i momenti più tranquilli.      Caterina      Bravo hai pensato a tutto. Sarà una festa memorabile.      Federico      Lo spero. Grazie ancora per l'aiuto.      Caterina      Figurati! Divertiti.,Federico,Caterina,Due amici finalizzano la preparazione della musica per una festa,No
null,Letizia      Ho iniziato a fare la lista delle cose da fare in Toscana.      Giacomo      Grande! Cosa hai messo?      Letizia      Visitare un borgo medievale fare una degustazione di vino e ovviamente le terme.      Giacomo      Programma perfetto. Non aggiungerei altro. Solo tanto relax.      Letizia      Esatto. L'obiettivo principale è staccare la spina.      Giacomo      E ci riusciremo alla grande.,Letizia,Giacomo,Una coppia definisce il programma per il loro imminente viaggio,No
null,Samuele      Mi sono iscritto a un workshop di ritrattistica fotografica.      Greta      Che bello! È un genere che ti affascina molto vero?      Samuele      Sì moltissimo. Voglio imparare a catturare l'essenza delle persone.      Greta      Sono sicura che imparerai in fretta. Hai la sensibilità giusta.      Samuele      Grazie Greta. Se vuoi farmi da modella per fare pratica...      Greta      Certo con piacere! Sarà divertente.,Samuele,Greta,Un amico parla di un nuovo corso che vuole seguire e l'amica si offre come modella,No
